record_id,date_time,city_zone,station_type,vehicles_charged,avg_charging_duration_minutes,energy_dispensed_kwh,grid_load_mw,renewable_energy_used_percent,peak_load_risk
668,2024-01-28 19:00:00,Central,Supercharger,17,118.1,308.92,372.95,24.2,Low
669,2024-01-28 20:00:00,West,Normal,10,49.0,42.37,354.48,65.7,Low
670,2024-01-28 21:00:00,East,Supercharger,6,41.2,132.37,468.11,82.6,Medium
671,2024-01-28 22:00:00,Central,Normal,5,111.4,243.95,491.31,70.4,Low
672,2024-01-28 23:00:00,West,Fast,23,47.1,81.25,445.21,27.1,Medium
673,2024-01-29 00:00:00,South,Fast,8,93.2,80.16,382.56,39.7,Low
674,2024-01-29 01:00:00,North,Fast,3,87.3,308.5,240.88,48.5,Low
675,2024-01-29 02:00:00,North,Normal,14,90.1,83.77,98.6,32.8,High
676,2024-01-29 03:00:00,North,Normal,21,96.1,201.75,292.34,18.1,Low
677,2024-01-29 04:00:00,North,Fast,19,71.2,294.49,473.59,59.9,High
678,2024-01-29 05:00:00,East,Supercharger,5,80.0,160.11,150.26,50.0,High
679,2024-01-29 06:00:00,West,Fast,21,25.5,266.37,330.97,5.0,Low
680,2024-01-29 07:00:00,West,Normal,13,23.7,276.77,249.92,30.9,Low
681,2024-01-29 08:00:00,South,Fast,21,58.8,264.25,397.26,7.4,Medium
682,2024-01-29 09:00:00,North,Supercharger,13,114.6,327.01,308.59,18.1,Medium
683,2024-01-29 10:00:00,East,Normal,6,44.3,213.59,74.25,83.9,Low
684,2024-01-29 11:00:00,South,Normal,21,37.1,247.63,274.33,38.3,Low
685,2024-01-29 12:00:00,North,Supercharger,18,112.6,128.98,267.5,81.5,Low
686,2024-01-29 13:00:00,South,Normal,19,15.2,210.32,253.3,16.4,High
687,2024-01-29 14:00:00,East,Supercharger,1,76.4,319.22,349.59,5.4,Medium
688,2024-01-29 15:00:00,East,Fast,9,16.8,307.96,196.54,51.6,High
689,2024-01-29 16:00:00,South,Supercharger,1,41.7,129.14,319.03,25.0,Low
690,2024-01-29 17:00:00,North,Normal,18,105.1,243.24,219.83,71.9,Low
691,2024-01-29 18:00:00,Central,Supercharger,5,36.1,89.08,226.18,69.0,Low
692,2024-01-29 19:00:00,Central,Normal,12,106.1,206.22,227.72,22.2,Medium
693,2024-01-29 20:00:00,Central,Fast,15,91.9,189.81,309.2,8.0,Low
694,2024-01-29 21:00:00,North,Normal,20,60.0,340.84,99.01,27.9,Low
695,2024-01-29 22:00:00,Central,Fast,19,21.5,44.61,335.52,35.7,Low
696,2024-01-29 23:00:00,South,Fast,4,21.6,285.95,144.63,73.4,Low
697,2024-01-30 00:00:00,East,Fast,7,59.0,174.33,353.07,53.3,Medium
698,2024-01-30 01:00:00,North,Fast,13,51.3,103.92,366.89,83.2,Medium
699,2024-01-30 02:00:00,East,Normal,21,67.3,210.51,104.75,80.5,Medium
700,2024-01-30 03:00:00,West,Fast,22,53.8,317.87,451.33,11.3,Medium
701,2024-01-30 04:00:00,West,Fast,2,35.9,288.31,98.63,12.3,Low
702,2024-01-30 05:00:00,South,Normal,11,16.4,52.86,246.34,44.5,Low
703,2024-01-30 06:00:00,North,Normal,9,54.4,324.94,250.55,45.8,Medium
704,2024-01-30 07:00:00,East,Fast,2,106.3,140.06,72.9,71.8,Medium
705,2024-01-30 08:00:00,Central,Normal,12,43.6,81.51,423.04,30.1,Low
706,2024-01-30 09:00:00,North,Normal,20,111.7,234.76,56.77,70.0,Low
707,2024-01-30 10:00:00,South,Fast,12,107.6,223.98,105.93,7.0,Medium
708,2024-01-30 11:00:00,West,Fast,3,90.0,322.09,278.18,80.6,High
709,2024-01-30 12:00:00,Central,Fast,21,59.8,107.66,358.22,82.7,High
710,2024-01-30 13:00:00,East,Normal,7,77.5,44.69,276.27,70.5,High
711,2024-01-30 14:00:00,North,Normal,14,59.4,22.83,486.75,58.4,Low
712,2024-01-30 15:00:00,South,Fast,3,44.9,143.45,280.12,25.6,Low
713,2024-01-30 16:00:00,Central,Fast,7,48.7,183.58,492.83,82.4,Low
714,2024-01-30 17:00:00,East,Normal,23,41.3,239.16,135.03,33.3,Low
715,2024-01-30 18:00:00,East,Supercharger,22,36.3,226.0,320.96,32.7,Low
716,2024-01-30 19:00:00,North,Fast,12,27.1,47.78,265.73,33.6,Medium
717,2024-01-30 20:00:00,North,Fast,8,41.1,51.17,238.74,48.4,Medium
718,2024-01-30 21:00:00,East,Fast,23,105.0,164.55,232.07,27.4,Low
719,2024-01-30 22:00:00,South,Normal,5,89.0,142.76,377.65,38.9,Low
720,2024-01-30 23:00:00,South,Supercharger,21,114.6,60.07,56.62,64.0,Low
721,2024-01-31 00:00:00,South,Normal,4,20.7,60.08,171.6,84.6,Low
722,2024-01-31 01:00:00,Central,Normal,6,87.6,246.96,310.03,7.2,Low
723,2024-01-31 02:00:00,North,Supercharger,10,49.6,240.22,232.97,54.7,Medium
724,2024-01-31 03:00:00,South,Fast,4,62.8,290.99,197.75,84.2,Low
725,2024-01-31 04:00:00,East,Supercharger,17,119.1,94.22,412.55,84.0,Low
726,2024-01-31 05:00:00,South,Normal,5,61.4,115.99,379.83,40.0,Low
727,2024-01-31 06:00:00,West,Normal,9,111.1,43.53,422.72,67.5,Low
728,2024-01-31 07:00:00,East,Fast,5,17.1,320.98,348.96,50.1,High
729,2024-01-31 08:00:00,North,Supercharger,18,95.1,243.54,199.48,70.1,Low
730,2024-01-31 09:00:00,South,Normal,6,53.4,238.66,386.53,28.9,Low
731,2024-01-31 10:00:00,North,Fast,24,83.7,161.37,430.95,5.5,High
732,2024-01-31 11:00:00,North,Fast,6,54.3,11.73,218.04,8.2,Medium
733,2024-01-31 12:00:00,North,Normal,23,99.3,323.3,308.35,73.3,Low
734,2024-01-31 13:00:00,West,Fast,3,43.5,197.14,396.35,23.9,High
735,2024-01-31 14:00:00,West,Supercharger,20,104.0,347.05,267.36,39.5,Low
736,2024-01-31 15:00:00,West,Fast,9,73.1,98.48,209.44,19.0,Low
737,2024-01-31 16:00:00,East,Fast,16,92.5,284.46,333.41,66.3,High
738,2024-01-31 17:00:00,North,Fast,19,39.2,142.58,494.9,43.5,Low
739,2024-01-31 18:00:00,Central,Supercharger,9,86.7,185.05,391.72,63.6,Medium
740,2024-01-31 19:00:00,North,Normal,7,71.9,163.79,147.39,71.9,Medium
741,2024-01-31 20:00:00,West,Fast,9,38.4,101.46,406.37,65.7,Medium
742,2024-01-31 21:00:00,North,Normal,13,70.4,114.49,109.07,43.2,Low
743,2024-01-31 22:00:00,East,Normal,2,96.9,337.49,364.18,38.3,Low
744,2024-01-31 23:00:00,East,Supercharger,3,78.6,304.59,312.49,81.2,Medium
745,2024-02-01 00:00:00,North,Supercharger,5,57.8,336.48,299.51,56.1,High
746,2024-02-01 01:00:00,South,Normal,6,102.3,85.36,361.71,69.9,Low
747,2024-02-01 02:00:00,Central,Fast,14,42.9,54.96,359.53,6.0,Low
748,2024-02-01 03:00:00,Central,Fast,10,42.1,276.4,182.9,68.5,Medium
749,2024-02-01 04:00:00,South,Fast,22,38.4,77.63,475.41,43.3,High
750,2024-02-01 05:00:00,Central,Normal,23,105.8,139.27,54.15,62.8,Low
751,2024-02-01 06:00:00,South,Normal,21,22.9,282.0,141.75,64.0,Low
752,2024-02-01 07:00:00,East,Normal,17,58.8,223.75,325.25,33.1,Low
753,2024-02-01 08:00:00,North,Fast,9,68.4,295.91,359.36,55.7,Low
754,2024-02-01 09:00:00,South,Normal,16,52.1,122.9,108.56,39.1,Low
755,2024-02-01 10:00:00,East,Supercharger,14,32.1,129.07,387.95,76.2,High
756,2024-02-01 11:00:00,West,Normal,7,43.2,305.65,368.22,54.7,Low
757,2024-02-01 12:00:00,North,Fast,2,61.1,187.88,173.97,26.7,High
758,2024-02-01 13:00:00,North,Fast,24,58.4,136.74,293.52,77.5,Medium
759,2024-02-01 14:00:00,South,Normal,12,105.2,161.15,453.63,9.1,High
760,2024-02-01 15:00:00,South,Supercharger,10,47.4,252.42,134.6,55.9,Medium
761,2024-02-01 16:00:00,North,Supercharger,12,65.3,240.96,293.86,60.5,Medium
762,2024-02-01 17:00:00,North,Fast,12,114.0,74.45,137.97,26.5,High
763,2024-02-01 18:00:00,South,Normal,9,56.1,340.39,178.22,74.7,High
764,2024-02-01 19:00:00,South,Fast,22,90.9,301.65,60.18,49.2,Low
765,2024-02-01 20:00:00,Central,Fast,2,102.1,156.84,432.87,58.1,Medium
766,2024-02-01 21:00:00,North,Normal,21,21.4,40.33,239.93,17.2,Medium
767,2024-02-01 22:00:00,East,Fast,12,45.5,311.57,474.98,35.4,Medium
768,2024-02-01 23:00:00,East,Supercharger,18,114.8,161.16,464.16,25.0,Low
769,2024-02-02 00:00:00,South,Supercharger,18,75.8,226.49,134.47,44.5,Low
770,2024-02-02 01:00:00,West,Fast,3,32.5,68.57,74.56,62.9,Low
771,2024-02-02 02:00:00,East,Normal,1,31.5,66.33,299.48,61.8,High
772,2024-02-02 03:00:00,West,Normal,6,32.3,116.62,155.12,11.4,Low
773,2024-02-02 04:00:00,East,Supercharger,5,112.4,264.32,287.23,81.1,Medium
774,2024-02-02 05:00:00,North,Normal,4,30.6,286.75,281.23,23.2,Medium
775,2024-02-02 06:00:00,North,Fast,5,101.1,155.68,371.91,40.7,Low
776,2024-02-02 07:00:00,West,Fast,4,81.7,250.12,55.81,60.5,Medium
777,2024-02-02 08:00:00,North,Fast,2,117.6,246.99,61.94,39.0,Medium
778,2024-02-02 09:00:00,West,Fast,9,87.7,241.19,404.88,52.1,Low
779,2024-02-02 10:00:00,South,Normal,2,53.1,63.33,418.31,62.3,Low
780,2024-02-02 11:00:00,East,Fast,12,32.9,288.83,449.74,53.4,Low
781,2024-02-02 12:00:00,West,Normal,7,116.1,116.93,428.55,58.7,Low
782,2024-02-02 13:00:00,East,Supercharger,17,35.0,291.94,136.24,16.7,Low
783,2024-02-02 14:00:00,East,Normal,15,86.7,260.83,484.7,26.4,Low
784,2024-02-02 15:00:00,East,Normal,13,101.7,313.93,376.95,68.1,Low
785,2024-02-02 16:00:00,South,Normal,15,118.9,78.83,221.92,11.4,Low
786,2024-02-02 17:00:00,East,Fast,24,49.6,117.03,226.44,66.2,Low
787,2024-02-02 18:00:00,South,Normal,6,35.1,328.93,490.62,57.8,Medium
788,2024-02-02 19:00:00,East,Supercharger,5,38.0,56.09,192.9,45.2,Medium
789,2024-02-02 20:00:00,East,Fast,10,48.6,227.76,388.43,31.9,Medium
790,2024-02-02 21:00:00,North,Normal,21,19.5,70.66,351.75,33.1,Medium
791,2024-02-02 22:00:00,Central,Fast,15,81.5,19.53,305.9,38.6,Low
792,2024-02-02 23:00:00,North,Supercharger,19,87.0,129.28,439.29,6.6,Medium
793,2024-02-03 00:00:00,North,Fast,3,53.2,145.32,158.88,75.3,Low
794,2024-02-03 01:00:00,North,Fast,4,88.8,319.0,315.67,20.1,High
795,2024-02-03 02:00:00,South,Fast,16,23.0,162.79,130.2,11.5,High
796,2024-02-03 03:00:00,South,Fast,22,53.4,118.2,157.6,48.6,Medium
797,2024-02-03 04:00:00,East,Fast,15,50.7,194.98,304.39,9.2,Medium
798,2024-02-03 05:00:00,North,Normal,3,21.7,37.89,91.26,64.3,Medium
799,2024-02-03 06:00:00,South,Normal,2,102.0,56.89,463.64,78.7,Low
800,2024-02-03 07:00:00,West,Normal,4,86.8,323.9,111.26,6.4,High
801,2024-02-03 08:00:00,East,Fast,23,41.1,273.74,75.73,61.4,Low
802,2024-02-03 09:00:00,South,Supercharger,21,44.3,335.93,147.3,77.6,Low
803,2024-02-03 10:00:00,East,Normal,9,107.8,11.79,494.83,12.8,Medium
804,2024-02-03 11:00:00,East,Supercharger,1,90.0,322.6,301.65,7.4,Medium
805,2024-02-03 12:00:00,North,Normal,18,23.1,292.85,296.4,14.1,Low
806,2024-02-03 13:00:00,West,Normal,13,53.6,209.21,301.88,27.6,Low
807,2024-02-03 14:00:00,Central,Fast,15,29.8,339.11,183.67,75.2,Low
808,2024-02-03 15:00:00,South,Supercharger,21,40.8,335.45,179.4,53.9,Low
809,2024-02-03 16:00:00,North,Supercharger,13,89.3,316.07,78.99,40.3,Medium
810,2024-02-03 17:00:00,West,Normal,8,48.6,10.58,335.85,40.9,Low
811,2024-02-03 18:00:00,North,Normal,18,112.1,194.73,475.79,52.6,Low
812,2024-02-03 19:00:00,South,Fast,22,22.5,332.18,483.35,28.5,Low
813,2024-02-03 20:00:00,North,Normal,15,111.3,112.56,216.04,31.9,Medium
814,2024-02-03 21:00:00,Central,Supercharger,9,17.3,267.02,429.82,39.7,Low
815,2024-02-03 22:00:00,Central,Fast,10,79.2,218.2,126.07,84.6,Low
816,2024-02-03 23:00:00,North,Normal,22,96.3,216.85,50.32,51.4,Low
817,2024-02-04 00:00:00,East,Fast,8,95.6,204.27,168.74,12.0,Medium
818,2024-02-04 01:00:00,Central,Fast,24,26.9,62.29,415.04,77.7,Low
819,2024-02-04 02:00:00,Central,Supercharger,7,111.7,15.86,191.23,62.4,Low
820,2024-02-04 03:00:00,West,Supercharger,19,44.4,86.8,279.21,7.1,Low
821,2024-02-04 04:00:00,West,Fast,13,73.1,289.03,349.85,42.1,High
822,2024-02-04 05:00:00,Central,Fast,6,107.5,34.02,406.01,79.2,Low
823,2024-02-04 06:00:00,South,Supercharger,12,67.5,22.67,255.63,79.0,Medium
824,2024-02-04 07:00:00,South,Fast,24,51.3,130.8,270.41,30.3,Medium
825,2024-02-04 08:00:00,Central,Fast,22,56.4,238.53,182.19,45.5,High
826,2024-02-04 09:00:00,East,Fast,24,108.1,97.89,208.77,6.1,Medium
827,2024-02-04 10:00:00,North,Normal,4,47.0,255.05,127.95,55.7,Medium
828,2024-02-04 11:00:00,North,Normal,13,72.3,278.83,238.46,28.0,Medium
829,2024-02-04 12:00:00,West,Normal,5,35.6,139.32,104.13,42.4,Low
830,2024-02-04 13:00:00,Central,Normal,18,48.9,283.34,209.14,51.0,Low
831,2024-02-04 14:00:00,East,Normal,2,21.0,127.9,384.3,84.7,Low
832,2024-02-04 15:00:00,South,Fast,4,114.4,161.53,429.93,77.9,Low
833,2024-02-04 16:00:00,West,Fast,14,33.5,330.17,256.01,62.8,High
834,2024-02-04 17:00:00,North,Fast,3,31.0,263.36,417.72,6.0,Medium
835,2024-02-04 18:00:00,Central,Fast,7,17.5,280.65,377.99,40.2,Low
836,2024-02-04 19:00:00,East,Fast,2,30.6,347.72,63.28,21.5,Low
837,2024-02-04 20:00:00,South,Fast,19,101.8,147.29,247.55,77.8,High
838,2024-02-04 21:00:00,West,Fast,21,70.4,33.51,139.68,77.3,Medium
839,2024-02-04 22:00:00,West,Fast,5,20.9,231.1,113.32,9.6,Low
840,2024-02-04 23:00:00,South,Supercharger,14,77.2,140.53,239.42,50.7,High
841,2024-02-05 00:00:00,South,Normal,5,96.3,311.82,255.55,52.7,Low
842,2024-02-05 01:00:00,West,Supercharger,20,34.9,339.87,412.59,47.7,Low
843,2024-02-05 02:00:00,Central,Normal,1,85.3,180.38,67.73,72.4,Low
844,2024-02-05 03:00:00,South,Normal,12,41.3,344.58,376.68,40.3,Medium
845,2024-02-05 04:00:00,North,Fast,24,55.9,159.2,92.53,76.4,Low
846,2024-02-05 05:00:00,Central,Normal,8,112.5,289.68,413.97,31.7,Medium
847,2024-02-05 06:00:00,West,Supercharger,24,112.6,296.67,210.82,51.6,Low
848,2024-02-05 07:00:00,West,Normal,7,117.3,280.82,290.85,77.1,Low
849,2024-02-05 08:00:00,North,Normal,15,45.5,193.66,431.02,14.2,Low
850,2024-02-05 09:00:00,East,Supercharger,11,94.8,346.61,451.93,27.0,High
851,2024-02-05 10:00:00,Central,Fast,18,92.4,228.6,166.06,51.6,Low
852,2024-02-05 11:00:00,Central,Normal,7,109.0,75.88,199.34,84.1,Medium
853,2024-02-05 12:00:00,North,Supercharger,14,87.3,61.65,78.2,48.4,Low
854,2024-02-05 13:00:00,East,Normal,20,108.4,149.57,169.01,43.1,Low
855,2024-02-05 14:00:00,West,Fast,23,112.8,164.05,137.43,68.7,Low
856,2024-02-05 15:00:00,South,Supercharger,22,36.5,262.97,170.95,68.5,Medium
857,2024-02-05 16:00:00,Central,Supercharger,5,33.0,292.24,443.19,21.4,Medium
858,2024-02-05 17:00:00,East,Fast,14,52.2,137.65,289.44,58.9,Low
859,2024-02-05 18:00:00,South,Supercharger,5,100.9,225.57,484.26,74.8,Low
860,2024-02-05 19:00:00,South,Fast,19,87.9,97.49,482.68,76.3,Low
861,2024-02-05 20:00:00,West,Normal,18,79.5,65.4,337.34,27.8,Low
862,2024-02-05 21:00:00,South,Supercharger,12,50.0,202.42,263.04,83.9,Medium
863,2024-02-05 22:00:00,Central,Fast,24,45.2,225.96,208.26,64.7,Medium
864,2024-02-05 23:00:00,South,Normal,7,78.8,220.81,398.35,47.0,Low
865,2024-02-06 00:00:00,West,Fast,2,87.7,15.65,302.53,15.1,Low
866,2024-02-06 01:00:00,North,Normal,21,114.0,329.75,313.52,70.0,Low
867,2024-02-06 02:00:00,East,Fast,3,22.5,267.05,283.44,27.4,Low
868,2024-02-06 03:00:00,East,Fast,11,79.9,322.06,295.23,63.1,Medium
869,2024-02-06 04:00:00,South,Normal,16,78.9,349.65,415.77,34.0,High
870,2024-02-06 05:00:00,Central,Fast,23,87.5,61.79,62.95,45.8,Low
871,2024-02-06 06:00:00,Central,Normal,11,63.5,220.02,99.4,65.1,Low
872,2024-02-06 07:00:00,Central,Supercharger,11,83.9,61.21,179.99,54.2,Low
873,2024-02-06 08:00:00,Central,Normal,8,90.0,225.16,56.16,21.2,Low
874,2024-02-06 09:00:00,North,Fast,17,24.9,325.77,245.07,58.3,Low
875,2024-02-06 10:00:00,East,Fast,8,92.5,208.85,125.92,8.8,Low
876,2024-02-06 11:00:00,Central,Fast,14,18.8,46.04,415.34,69.2,Medium
877,2024-02-06 12:00:00,Central,Normal,23,105.2,246.23,102.58,69.5,Low
878,2024-02-06 13:00:00,South,Normal,3,45.3,328.1,138.65,26.4,Low
879,2024-02-06 14:00:00,Central,Normal,18,55.2,302.22,321.02,48.8,Low
880,2024-02-06 15:00:00,Central,Normal,17,43.1,330.72,193.53,10.8,Low
881,2024-02-06 16:00:00,Central,Supercharger,9,41.1,42.61,464.0,47.2,Medium
882,2024-02-06 17:00:00,East,Normal,16,22.8,315.99,150.13,38.9,Low
883,2024-02-06 18:00:00,North,Fast,15,74.3,140.66,212.78,45.9,High
884,2024-02-06 19:00:00,North,Normal,4,68.7,80.04,89.76,29.3,High
885,2024-02-06 20:00:00,North,Normal,17,44.5,144.18,372.71,21.0,Low
886,2024-02-06 21:00:00,Central,Fast,3,119.2,38.29,278.08,47.9,Medium
887,2024-02-06 22:00:00,East,Supercharger,8,20.6,109.06,208.33,25.5,High
888,2024-02-06 23:00:00,North,Fast,18,64.3,203.13,159.56,68.4,Medium
889,2024-02-07 00:00:00,Central,Normal,8,51.1,12.85,263.34,66.1,Medium
890,2024-02-07 01:00:00,North,Fast,13,43.7,64.5,204.28,11.8,High
891,2024-02-07 02:00:00,East,Normal,2,76.5,66.97,460.76,31.5,Low
892,2024-02-07 03:00:00,West,Normal,5,63.9,248.75,133.26,77.9,Medium
893,2024-02-07 04:00:00,West,Normal,4,32.9,286.34,323.38,84.0,Low
894,2024-02-07 05:00:00,West,Supercharger,11,61.7,192.72,350.75,32.0,Low
895,2024-02-07 06:00:00,Central,Normal,15,102.3,314.46,498.49,67.0,Low
896,2024-02-07 07:00:00,North,Normal,8,83.5,49.61,82.43,52.3,Medium
897,2024-02-07 08:00:00,East,Fast,1,21.6,320.34,145.09,60.4,Low
898,2024-02-07 09:00:00,East,Normal,21,118.5,285.8,396.89,67.5,Medium
899,2024-02-07 10:00:00,North,Normal,10,30.4,59.19,112.85,39.0,Low
900,2024-02-07 11:00:00,North,Normal,10,59.4,133.03,149.58,36.0,Low
901,2024-02-07 12:00:00,East,Supercharger,7,58.2,119.46,402.41,50.9,Low
902,2024-02-07 13:00:00,West,Supercharger,8,99.9,113.77,278.57,8.9,Low
903,2024-02-07 14:00:00,North,Supercharger,23,94.7,298.15,234.79,59.9,Medium
904,2024-02-07 15:00:00,North,Normal,10,72.7,81.1,410.39,62.2,Medium
905,2024-02-07 16:00:00,West,Supercharger,15,116.4,119.88,255.04,43.2,Medium
906,2024-02-07 17:00:00,North,Normal,10,45.8,72.16,345.98,51.3,Low
907,2024-02-07 18:00:00,West,Fast,10,71.9,220.52,125.64,48.6,Low
908,2024-02-07 19:00:00,Central,Fast,10,54.2,199.25,301.4,12.0,High
909,2024-02-07 20:00:00,North,Fast,18,34.7,296.37,148.36,14.3,Low
910,2024-02-07 21:00:00,Central,Supercharger,24,87.3,282.02,392.45,46.5,Low
911,2024-02-07 22:00:00,West,Fast,19,119.5,322.73,94.53,74.8,Low
912,2024-02-07 23:00:00,South,Fast,21,19.2,158.53,64.63,65.7,Medium
913,2024-02-08 00:00:00,East,Fast,19,104.3,106.5,200.45,20.0,High
914,2024-02-08 01:00:00,East,Fast,15,73.0,238.12,326.75,39.6,Low
915,2024-02-08 02:00:00,North,Normal,13,110.2,70.75,343.88,79.3,Low
916,2024-02-08 03:00:00,West,Normal,7,30.9,76.26,92.4,74.6,High
917,2024-02-08 04:00:00,South,Normal,18,66.1,288.9,278.14,33.0,Low
918,2024-02-08 05:00:00,West,Supercharger,7,118.1,261.01,389.62,58.8,High
919,2024-02-08 06:00:00,Central,Supercharger,3,75.5,57.24,188.47,46.3,Medium
920,2024-02-08 07:00:00,West,Normal,2,15.6,53.59,77.55,73.6,Medium
921,2024-02-08 08:00:00,East,Supercharger,7,109.3,328.72,288.92,27.7,Low
922,2024-02-08 09:00:00,South,Normal,1,49.6,329.13,131.0,76.6,High
923,2024-02-08 10:00:00,East,Normal,3,112.9,318.89,60.23,15.0,Medium
924,2024-02-08 11:00:00,South,Normal,22,60.2,271.69,388.61,10.1,Medium
925,2024-02-08 12:00:00,West,Fast,11,79.2,135.74,220.15,11.3,Medium
926,2024-02-08 13:00:00,East,Supercharger,1,43.5,246.01,91.4,53.1,Low
927,2024-02-08 14:00:00,West,Fast,23,82.5,46.9,302.89,46.4,Low
928,2024-02-08 15:00:00,West,Normal,20,81.0,191.44,304.94,80.9,Medium
929,2024-02-08 16:00:00,East,Normal,3,40.3,116.9,393.09,72.4,High
930,2024-02-08 17:00:00,North,Fast,5,30.5,235.44,211.26,8.5,Low
931,2024-02-08 18:00:00,Central,Normal,14,46.7,38.57,204.13,35.6,Medium
932,2024-02-08 19:00:00,Central,Supercharger,14,78.5,52.02,99.04,29.0,High
933,2024-02-08 20:00:00,East,Fast,19,67.5,57.04,351.51,80.1,Medium
934,2024-02-08 21:00:00,Central,Fast,24,113.2,20.41,366.57,55.0,Medium
935,2024-02-08 22:00:00,West,Fast,3,106.7,239.91,253.3,59.7,High
936,2024-02-08 23:00:00,South,Fast,15,44.7,349.6,474.74,84.6,Low
937,2024-02-09 00:00:00,West,Normal,5,27.9,307.91,107.11,29.5,High
938,2024-02-09 01:00:00,North,Supercharger,6,52.4,157.52,300.43,50.5,Medium
939,2024-02-09 02:00:00,South,Fast,13,97.7,304.7,302.58,81.7,Low
940,2024-02-09 03:00:00,North,Fast,5,63.4,171.62,105.21,41.4,Medium
941,2024-02-09 04:00:00,Central,Normal,20,75.0,169.77,493.79,37.8,Medium
942,2024-02-09 05:00:00,West,Normal,20,107.5,41.81,379.98,17.4,High
943,2024-02-09 06:00:00,West,Fast,13,57.2,188.7,454.06,32.9,Low
944,2024-02-09 07:00:00,East,Supercharger,19,24.2,241.63,189.57,7.3,Medium
945,2024-02-09 08:00:00,North,Normal,18,46.2,106.22,192.76,15.9,Medium
946,2024-02-09 09:00:00,North,Fast,24,64.0,14.38,410.07,58.7,Low
947,2024-02-09 10:00:00,West,Normal,24,36.5,10.02,50.96,51.3,Low
948,2024-02-09 11:00:00,South,Normal,22,53.0,338.14,448.35,66.7,Medium
949,2024-02-09 12:00:00,East,Fast,22,108.3,99.29,119.97,80.5,Low
950,2024-02-09 13:00:00,Central,Supercharger,12,118.2,312.43,455.92,73.0,Medium
951,2024-02-09 14:00:00,East,Normal,21,92.8,141.16,404.13,11.8,Low
952,2024-02-09 15:00:00,West,Normal,18,88.4,119.88,371.3,19.4,Medium
953,2024-02-09 16:00:00,South,Normal,1,51.1,301.1,386.36,31.4,Low
954,2024-02-09 17:00:00,South,Fast,14,90.4,61.95,424.66,62.8,Low
955,2024-02-09 18:00:00,Central,Normal,24,101.8,188.32,391.09,46.9,Medium
956,2024-02-09 19:00:00,West,Normal,23,26.7,141.59,411.61,11.4,Low
957,2024-02-09 20:00:00,West,Fast,5,55.9,340.17,304.61,38.7,Medium
958,2024-02-09 21:00:00,South,Normal,4,68.5,218.5,329.14,21.7,Low
959,2024-02-09 22:00:00,South,Supercharger,10,106.1,254.86,246.68,53.8,Low
960,2024-02-09 23:00:00,South,Fast,24,44.2,38.88,155.38,53.9,Low
961,2024-02-10 00:00:00,North,Supercharger,12,23.6,137.95,333.2,16.9,Medium
962,2024-02-10 01:00:00,North,Supercharger,13,107.3,144.24,88.93,84.3,Medium
963,2024-02-10 02:00:00,Central,Fast,11,84.7,17.2,468.58,27.7,Medium
964,2024-02-10 03:00:00,Central,Normal,14,17.8,276.79,374.09,43.3,High
965,2024-02-10 04:00:00,North,Fast,10,60.3,329.52,292.95,16.2,Medium
966,2024-02-10 05:00:00,North,Fast,4,57.9,278.82,411.01,16.7,Medium
967,2024-02-10 06:00:00,North,Normal,7,32.4,251.32,140.44,40.3,High
968,2024-02-10 07:00:00,South,Supercharger,21,104.8,123.05,123.25,56.9,Low
969,2024-02-10 08:00:00,West,Fast,4,33.2,114.95,473.23,48.4,High
970,2024-02-10 09:00:00,South,Supercharger,9,19.6,33.4,402.1,20.6,Low
971,2024-02-10 10:00:00,North,Fast,7,62.1,56.76,272.67,66.3,Low
972,2024-02-10 11:00:00,North,Supercharger,12,47.4,69.17,91.8,74.3,Medium
973,2024-02-10 12:00:00,North,Supercharger,17,118.0,203.13,362.9,26.6,Low
974,2024-02-10 13:00:00,West,Fast,10,113.8,105.35,478.79,8.6,High
975,2024-02-10 14:00:00,North,Supercharger,7,54.7,173.42,58.74,22.4,High
976,2024-02-10 15:00:00,South,Fast,2,24.3,14.3,417.82,12.9,Low
977,2024-02-10 16:00:00,Central,Fast,10,39.2,283.19,411.35,26.8,Low
978,2024-02-10 17:00:00,South,Supercharger,11,90.4,10.68,462.24,50.3,High
979,2024-02-10 18:00:00,North,Fast,1,117.8,250.58,485.23,10.2,Low
980,2024-02-10 19:00:00,North,Fast,23,28.3,58.06,74.14,13.9,Low
981,2024-02-10 20:00:00,West,Supercharger,5,37.1,87.2,335.53,80.2,Low
982,2024-02-10 21:00:00,South,Fast,16,116.1,52.98,275.4,18.2,Low
983,2024-02-10 22:00:00,West,Normal,2,47.4,110.55,133.69,73.4,Low
984,2024-02-10 23:00:00,South,Fast,1,109.6,304.42,227.85,69.4,Low
985,2024-02-11 00:00:00,Central,Fast,22,89.3,243.05,184.44,63.0,Medium
986,2024-02-11 01:00:00,South,Fast,16,38.6,109.8,438.53,50.2,Low
987,2024-02-11 02:00:00,South,Supercharger,20,26.2,311.75,292.2,66.8,Medium
988,2024-02-11 03:00:00,Central,Fast,24,108.0,52.32,198.46,72.1,Medium
989,2024-02-11 04:00:00,South,Supercharger,11,87.2,113.33,316.68,68.0,High
990,2024-02-11 05:00:00,West,Fast,13,119.6,137.76,219.37,75.1,Low
991,2024-02-11 06:00:00,West,Supercharger,9,27.0,42.32,302.72,34.4,High
992,2024-02-11 07:00:00,East,Fast,17,52.2,55.65,381.09,50.6,High
